"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","YearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_0889-325X_KnowledgeField_48_YearEvaluation_2014_Qualis_B3","Journal_0889-325X","0889-325X","ACI Materials Journal","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_0889-3241_KnowledgeField_10_YearEvaluation_2014_Qualis_A2","Journal_0889-3241","0889-3241","ACI Structural Journal","KnowledgeField_10","10","ENGENHARIAS I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0889-3241_KnowledgeField_13_YearEvaluation_2014_Qualis_A2","Journal_0889-3241","0889-3241","ACI Structural Journal","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0889-3241_KnowledgeField_41_YearEvaluation_2014_Qualis_C","Journal_0889-3241","0889-3241","ACI Structural Journal","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0889-3241_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_0889-3241","0889-3241","ACI Structural Journal","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1561-2880_KnowledgeField_21_YearEvaluation_2014_Qualis_B1","Journal_1561-2880","1561-2880","ACIMED","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1525-9293_KnowledgeField_1_YearEvaluation_2014_Qualis_B5","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1525-9293_KnowledgeField_8_YearEvaluation_2014_Qualis_C","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1525-9293_KnowledgeField_9_YearEvaluation_2014_Qualis_C","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1525-9293_KnowledgeField_14_YearEvaluation_2014_Qualis_B5","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_14","14","ENGENHARIAS IV","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1525-9293_KnowledgeField_16_YearEvaluation_2014_Qualis_B5","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1525-9293_KnowledgeField_19_YearEvaluation_2014_Qualis_B5","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1525-9293_KnowledgeField_42_YearEvaluation_2014_Qualis_B5","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1525-9293_KnowledgeField_45_YearEvaluation_2014_Qualis_B5","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0360-0300_KnowledgeField_1_YearEvaluation_2014_Qualis_A2","Journal_0360-0300","0360-0300","ACM Computing Surveys","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0360-0300_KnowledgeField_2_YearEvaluation_2014_Qualis_A1","Journal_0360-0300","0360-0300","ACM Computing Surveys","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0360-0300_KnowledgeField_3_YearEvaluation_2014_Qualis_A2","Journal_0360-0300","0360-0300","ACM Computing Surveys","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0360-0300_KnowledgeField_45_YearEvaluation_2014_Qualis_A1","Journal_0360-0300","0360-0300","ACM Computing Surveys","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_2153-2184_KnowledgeField_2_YearEvaluation_2014_Qualis_B4","Journal_2153-2184","2153-2184","ACM Inroads","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2153-2184_KnowledgeField_14_YearEvaluation_2014_Qualis_C","Journal_2153-2184","2153-2184","ACM Inroads","KnowledgeField_14","14","ENGENHARIAS IV","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2153-2184_KnowledgeField_27_YearEvaluation_2014_Qualis_B5","Journal_2153-2184","2153-2184","ACM Inroads","KnowledgeField_27","27","ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2153-2184_KnowledgeField_41_YearEvaluation_2014_Qualis_B5","Journal_2153-2184","2153-2184","ACM Inroads","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1557-9441_KnowledgeField_29_YearEvaluation_2014_Qualis_C","Journal_1557-9441","1557-9441","ACM Journal of Computer Documentation (Online)","KnowledgeField_29","29","ARQUITETURA E URBANISMO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1550-4832_KnowledgeField_8_YearEvaluation_2014_Qualis_B5","Journal_1550-4832","1550-4832","ACM Journal on Emerging Technologies in Computing Systems","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1550-4832_KnowledgeField_15_YearEvaluation_2014_Qualis_B2","Journal_1550-4832","1550-4832","ACM Journal on Emerging Technologies in Computing Systems","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1550-4832_KnowledgeField_18_YearEvaluation_2014_Qualis_B3","Journal_1550-4832","1550-4832","ACM Journal on Emerging Technologies in Computing Systems","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_2158-8813_KnowledgeField_49_YearEvaluation_2014_Qualis_C","Journal_2158-8813","2158-8813","ACM SIGHIT Record","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1523-2867_KnowledgeField_2_YearEvaluation_2014_Qualis_B1","Journal_1523-2867","1523-2867","ACM SIGPLAN Notices","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1549-6325_KnowledgeField_2_YearEvaluation_2014_Qualis_B1","Journal_1549-6325","1549-6325","ACM Transactions on Algorithms","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1549-6325_KnowledgeField_3_YearEvaluation_2014_Qualis_B5","Journal_1549-6325","1549-6325","ACM Transactions on Algorithms","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1544-3558_KnowledgeField_2_YearEvaluation_2014_Qualis_B2","Journal_1544-3558","1544-3558","ACM Transactions on Applied Perception","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1544-3558_KnowledgeField_6_YearEvaluation_2014_Qualis_B3","Journal_1544-3558","1544-3558","ACM Transactions on Applied Perception","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1556-4665_KnowledgeField_2_YearEvaluation_2014_Qualis_B1","Journal_1556-4665","1556-4665","ACM Transactions on Autonomous and Adaptive Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1529-3785_KnowledgeField_4_YearEvaluation_2014_Qualis_B4","Journal_1529-3785","1529-3785","ACM Transactions on Computational Logic","KnowledgeField_4","4","QUÍMICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1529-3785_KnowledgeField_7_YearEvaluation_2014_Qualis_B1","Journal_1529-3785","1529-3785","ACM Transactions on Computational Logic","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1529-3785_KnowledgeField_8_YearEvaluation_2014_Qualis_B4","Journal_1529-3785","1529-3785","ACM Transactions on Computational Logic","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1529-3785_KnowledgeField_9_YearEvaluation_2014_Qualis_B4","Journal_1529-3785","1529-3785","ACM Transactions on Computational Logic","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1529-3785_KnowledgeField_19_YearEvaluation_2014_Qualis_B2","Journal_1529-3785","1529-3785","ACM Transactions on Computational Logic","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0734-2071_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_0734-2071","0734-2071","ACM Transactions on Computer Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1946-6226_KnowledgeField_13_YearEvaluation_2014_Qualis_B4","Journal_1946-6226","1946-6226","ACM Transactions on Computing Education","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1946-6226_KnowledgeField_14_YearEvaluation_2014_Qualis_B5","Journal_1946-6226","1946-6226","ACM Transactions on Computing Education","KnowledgeField_14","14","ENGENHARIAS IV","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0362-5915_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_0362-5915","0362-5915","ACM Transactions on Database Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0362-5915_KnowledgeField_12_YearEvaluation_2014_Qualis_B1","Journal_0362-5915","0362-5915","ACM Transactions on Database Systems","KnowledgeField_12","12","ENGENHARIAS II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1084-4309_KnowledgeField_1_YearEvaluation_2014_Qualis_B1","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1084-4309_KnowledgeField_2_YearEvaluation_2014_Qualis_B2","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1084-4309_KnowledgeField_11_YearEvaluation_2014_Qualis_B1","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1084-4309_KnowledgeField_13_YearEvaluation_2014_Qualis_B1","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1084-4309_KnowledgeField_14_YearEvaluation_2014_Qualis_A1","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_14","14","ENGENHARIAS IV","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0730-0301_KnowledgeField_1_YearEvaluation_2014_Qualis_A1","Journal_0730-0301","0730-0301","ACM Transactions on Graphics","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0730-0301_KnowledgeField_2_YearEvaluation_2014_Qualis_A1","Journal_0730-0301","0730-0301","ACM Transactions on Graphics","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1046-8188_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1046-8188_KnowledgeField_6_YearEvaluation_2014_Qualis_B3","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1046-8188_KnowledgeField_13_YearEvaluation_2014_Qualis_A2","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1046-8188_KnowledgeField_27_YearEvaluation_2014_Qualis_A1","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_27","27","ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1046-8188_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_2157-6904_KnowledgeField_2_YearEvaluation_2014_Qualis_B5","Journal_2157-6904","2157-6904","ACM Transactions on Intelligent Systems and Technology","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1556-4681_KnowledgeField_2_YearEvaluation_2014_Qualis_B1","Journal_1556-4681","1556-4681","ACM Transactions on Knowledge Discovery from Data","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0098-3500_KnowledgeField_1_YearEvaluation_2014_Qualis_A1","Journal_0098-3500","0098-3500","ACM Transactions on Mathematical Software","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0098-3500_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_0098-3500","0098-3500","ACM Transactions on Mathematical Software","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0098-3500_KnowledgeField_14_YearEvaluation_2014_Qualis_A2","Journal_0098-3500","0098-3500","ACM Transactions on Mathematical Software","KnowledgeField_14","14","ENGENHARIAS IV","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0098-3500_KnowledgeField_45_YearEvaluation_2014_Qualis_A1","Journal_0098-3500","0098-3500","ACM Transactions on Mathematical Software","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1551-6857_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_1551-6857","1551-6857","ACM Transactions on Multimedia Computing Communications and Applications","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0164-0925_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_0164-0925","0164-0925","ACM Transactions on Programming Languages and Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1936-7406_KnowledgeField_2_YearEvaluation_2014_Qualis_B2","Journal_1936-7406","1936-7406","ACM Transactions on Reconfigurable Technology and Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1550-4859_KnowledgeField_3_YearEvaluation_2014_Qualis_B3","Journal_1550-4859","1550-4859","ACM Transactions on Sensor Networks","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1049-331X_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_1049-331X","1049-331X","ACM Transactions on Software Engineering and Methodology","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1550-4883_KnowledgeField_2_YearEvaluation_2014_Qualis_B5","Journal_1550-4883","1550-4883","ACM Transactions on Speech and Language Processing (Online)","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1559-1131_KnowledgeField_2_YearEvaluation_2014_Qualis_A2","Journal_1559-1131","1559-1131","ACM Transactions on the Web","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1559-1131_KnowledgeField_8_YearEvaluation_2014_Qualis_B4","Journal_1559-1131","1559-1131","ACM Transactions on the Web","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1492-9732_KnowledgeField_45_YearEvaluation_2014_Qualis_C","Journal_1492-9732","1492-9732","ACME","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1677-972X_KnowledgeField_12_YearEvaluation_2014_Qualis_B5","Journal_1677-972X","1677-972X","Acoéme (UNITINS)","KnowledgeField_12","12","ENGENHARIAS II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1677-972X_KnowledgeField_18_YearEvaluation_2014_Qualis_B4","Journal_1677-972X","1677-972X","Acoéme (UNITINS)","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2179-7382_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_2179-7382","2179-7382","AÇÕES BRASILEIRAS NO CONTEXTO ECONÔMICO LATINO-AMERICANO. IV Encuentro de la Hispanidad","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1085-6862_KnowledgeField_15_YearEvaluation_2014_Qualis_B4","Journal_1085-6862","1085-6862","ACOG Clinical Review","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1980-7686_KnowledgeField_21_YearEvaluation_2014_Qualis_B5","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Paises de Língua Portuguesa (USP)","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1980-7686_KnowledgeField_37_YearEvaluation_2014_Qualis_B4","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Paises de Língua Portuguesa (USP)","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1980-7686_KnowledgeField_38_YearEvaluation_2014_Qualis_B2","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Paises de Língua Portuguesa (USP)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1980-7686_KnowledgeField_41_YearEvaluation_2014_Qualis_B3","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Paises de Língua Portuguesa (USP)","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1980-7686_KnowledgeField_42_YearEvaluation_2014_Qualis_C","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Paises de Língua Portuguesa (USP)","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1980-7686_KnowledgeField_45_YearEvaluation_2014_Qualis_B2","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Paises de Língua Portuguesa (USP)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1980-7686_KnowledgeField_49_YearEvaluation_2014_Qualis_C","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Paises de Língua Portuguesa (USP)","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0327-9405_KnowledgeField_16_YearEvaluation_2014_Qualis_B5","Journal_0327-9405","0327-9405","Acontecimiento (Buenos Aires)","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1698-5486_KnowledgeField_33_YearEvaluation_2014_Qualis_C","Journal_1698-5486","1698-5486","Acontecimiento (Madrid)","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1698-5486_KnowledgeField_44_YearEvaluation_2014_Qualis_C","Journal_1698-5486","1698-5486","Acontecimiento (Madrid)","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1063-7710_KnowledgeField_3_YearEvaluation_2014_Qualis_B5","Journal_1063-7710","1063-7710","Acoustical Physics (Print)","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1346-3969_KnowledgeField_12_YearEvaluation_2014_Qualis_B3","Journal_1346-3969","1346-3969","Acoustical Science and Technology","KnowledgeField_12","12","ENGENHARIAS II","YearEvaluation_2014","2014","Qualis_B3","B3"
